id,processed_url,score_F1A,score_F1B,score_F2A,score_F2B,score_A1.1,score_A1.2,score_I1,score_I2,score_I3,score_R1.1,score_R1.2,score_R1.3,total_F,total_A,total_I,total_R,score_total
rkb-explorer-southampton,https://lod-cloud.net/dataset/rkb-explorer-southampton,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
rkb-explorer-wiki,https://lod-cloud.net/dataset/rkb-explorer-wiki,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
sweto-dblp,https://lod-cloud.net/dataset/sweto-dblp,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
dws-group,https://lod-cloud.net/dataset/dws-group,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
semantic-web-dog-food,https://lod-cloud.net/dataset/semantic-web-dog-food,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
medline,https://lod-cloud.net/dataset/medline,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
doi,https://lod-cloud.net/dataset/doi,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
mismuseos-gnoss,https://lod-cloud.net/dataset/mismuseos-gnoss,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
zbw-pressemappe20,https://lod-cloud.net/dataset/zbw-pressemappe20,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
freeyork-org,https://lod-cloud.net/dataset/freeyork-org,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
fu-berlin-project-gutenberg,https://lod-cloud.net/dataset/fu-berlin-project-gutenberg,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
zbw-labs,https://lod-cloud.net/dataset/zbw-labs,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
libris,https://lod-cloud.net/dataset/libris,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
viaf,https://lod-cloud.net/dataset/viaf,2,1,2,2,2,0,2,2,0,0,2,2,7,2,4,4,17
rkb-explorer-budapest,https://lod-cloud.net/dataset/rkb-explorer-budapest,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
rkb-explorer-courseware,https://lod-cloud.net/dataset/rkb-explorer-courseware,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
rkb-explorer-deepblue,https://lod-cloud.net/dataset/rkb-explorer-deepblue,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
rkb-explorer-dotac,https://lod-cloud.net/dataset/rkb-explorer-dotac,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
rkb-explorer-epsrc,https://lod-cloud.net/dataset/rkb-explorer-epsrc,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
rkb-explorer-eurecom,https://lod-cloud.net/dataset/rkb-explorer-eurecom,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
rkb-explorer-ft,https://lod-cloud.net/dataset/rkb-explorer-ft,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
rkb-explorer-ibm,https://lod-cloud.net/dataset/rkb-explorer-ibm,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
rkb-explorer-ieee,https://lod-cloud.net/dataset/rkb-explorer-ieee,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
rkb-explorer-kisti,https://lod-cloud.net/dataset/rkb-explorer-kisti,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
rkb-explorer-laas,https://lod-cloud.net/dataset/rkb-explorer-laas,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
rkb-explorer-oai,https://lod-cloud.net/dataset/rkb-explorer-oai,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
rkb-explorer-pisa,https://lod-cloud.net/dataset/rkb-explorer-pisa,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
rkb-explorer-resex,https://lod-cloud.net/dataset/rkb-explorer-resex,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
rkb-explorer-risks,https://lod-cloud.net/dataset/rkb-explorer-risks,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
rkb-explorer-roma,https://lod-cloud.net/dataset/rkb-explorer-roma,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
rkb-explorer-ulm,https://lod-cloud.net/dataset/rkb-explorer-ulm,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
southampton-ecs-eprints,https://lod-cloud.net/dataset/southampton-ecs-eprints,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
rkb-explorer-italy,https://lod-cloud.net/dataset/rkb-explorer-italy,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
rkb-explorer-lisbon,https://lod-cloud.net/dataset/rkb-explorer-lisbon,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
gutenberg,https://lod-cloud.net/dataset/gutenberg,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
open-library,https://lod-cloud.net/dataset/open-library,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
ww1lod,https://lod-cloud.net/dataset/ww1lod,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
twc-opendap,https://lod-cloud.net/dataset/twc-opendap,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
rism-authorities,https://lod-cloud.net/dataset/rism-authorities,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
rkb-explorer-era,https://lod-cloud.net/dataset/rkb-explorer-era,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
stw-thesaurus-for-economics,https://lod-cloud.net/dataset/stw-thesaurus-for-economics,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
german-labor-law-thesaurus,https://lod-cloud.net/dataset/german-labor-law-thesaurus,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
gesis-thesoz,https://lod-cloud.net/dataset/gesis-thesoz,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
periodo,https://lod-cloud.net/dataset/periodo,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
shoah-victims-names,https://lod-cloud.net/dataset/shoah-victims-names,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
reload,https://lod-cloud.net/dataset/reload,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
amsterdam-museum-as-edm-lod,https://lod-cloud.net/dataset/amsterdam-museum-as-edm-lod,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
rkb-explorer-deploy,https://lod-cloud.net/dataset/rkb-explorer-deploy,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
rkb-explorer-jisc,https://lod-cloud.net/dataset/rkb-explorer-jisc,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
ub-mannheim-linked-data,https://lod-cloud.net/dataset/ub-mannheim-linked-data,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
rdf-book-mashup,https://lod-cloud.net/dataset/rdf-book-mashup,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
hungarian-national-library-catalog,https://lod-cloud.net/dataset/hungarian-national-library-catalog,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
hedatuz,https://lod-cloud.net/dataset/hedatuz,2,1,2,2,2,0,2,2,0,0,2,2,7,2,4,4,17
ecs,https://lod-cloud.net/dataset/ecs,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
planetdata-project-wiki,https://lod-cloud.net/dataset/planetdata-project-wiki,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
oclc-fast,https://lod-cloud.net/dataset/oclc-fast,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
rkb-explorer-webconf,https://lod-cloud.net/dataset/rkb-explorer-webconf,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
linkedlccn,https://lod-cloud.net/dataset/linkedlccn,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
marc-codes,https://lod-cloud.net/dataset/marc-codes,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
isil-dbpedia,https://lod-cloud.net/dataset/isil-dbpedia,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
aliada-scanbit-net,https://lod-cloud.net/dataset/aliada-scanbit-net,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
bluk-bnb,https://lod-cloud.net/dataset/bluk-bnb,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
datos-bne-es,https://lod-cloud.net/dataset/datos-bne-es,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
europeana-lod-v1,https://lod-cloud.net/dataset/europeana-lod-v1,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
libver,https://lod-cloud.net/dataset/libver,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
data-persee-fr,https://lod-cloud.net/dataset/data-persee-fr,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
data-bnf-fr,https://lod-cloud.net/dataset/data-bnf-fr,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
idreffr,https://lod-cloud.net/dataset/idreffr,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
vivo-cornell-university,https://lod-cloud.net/dataset/vivo-cornell-university,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
sudocfr,https://lod-cloud.net/dataset/sudocfr,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
rkb-explorer-darmstadt,https://lod-cloud.net/dataset/rkb-explorer-darmstadt,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
data-szepmuveszeti-hu,https://lod-cloud.net/dataset/data-szepmuveszeti-hu,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
eur-lex-rdf,https://lod-cloud.net/dataset/eur-lex-rdf,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
printed-book-auction-catalogues,https://lod-cloud.net/dataset/printed-book-auction-catalogues,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
rkb-explorer-unlocode,https://lod-cloud.net/dataset/rkb-explorer-unlocode,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
data-incubator-our-airports,https://lod-cloud.net/dataset/data-incubator-our-airports,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
bpr,https://lod-cloud.net/dataset/bpr,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
l3s-dblp,https://lod-cloud.net/dataset/l3s-dblp,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
geospatialworld-net,https://lod-cloud.net/dataset/geospatialworld-net,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
opendataec,https://lod-cloud.net/dataset/opendataec,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
vivo-scripps-research-institute,https://lod-cloud.net/dataset/vivo-scripps-research-institute,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
calames,https://lod-cloud.net/dataset/calames,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
oreilly,https://lod-cloud.net/dataset/oreilly,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
yso-fi-ysa,https://lod-cloud.net/dataset/yso-fi-ysa,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
yso-fi-allars,https://lod-cloud.net/dataset/yso-fi-allars,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
rkb-explorer-fun,https://lod-cloud.net/dataset/rkb-explorer-fun,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
biblioteca-nacional-escolar-bnescolar,https://lod-cloud.net/dataset/biblioteca-nacional-escolar-bnescolar,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
vivo-wustl,https://lod-cloud.net/dataset/vivo-wustl,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
rainis-and-aspazija-linked-digital-collection,https://lod-cloud.net/dataset/rainis-and-aspazija-linked-digital-collection,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
thesaurus-w,https://lod-cloud.net/dataset/thesaurus-w,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
yso,https://lod-cloud.net/dataset/yso,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
ysa,https://lod-cloud.net/dataset/ysa,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
verrijktkoninkrijk,https://lod-cloud.net/dataset/verrijktkoninkrijk,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
data-hnm-hu,https://lod-cloud.net/dataset/data-hnm-hu,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
BibSonomy,https://lod-cloud.net/dataset/BibSonomy,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
radatana,https://lod-cloud.net/dataset/radatana,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
national-library-of-greece-authority-records,https://lod-cloud.net/dataset/national-library-of-greece-authority-records,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
scholarometer,https://lod-cloud.net/dataset/scholarometer,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
linked-periodicals,https://lod-cloud.net/dataset/linked-periodicals,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
thesesfr,https://lod-cloud.net/dataset/thesesfr,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
wordlift-io-blog-en,https://lod-cloud.net/dataset/wordlift-io-blog-en,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
swedish-open-cultural-heritage,https://lod-cloud.net/dataset/swedish-open-cultural-heritage,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
vivo-university-of-florida,https://lod-cloud.net/dataset/vivo-university-of-florida,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
lista-encabezamientos-materia,https://lod-cloud.net/dataset/lista-encabezamientos-materia,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
morelab,https://lod-cloud.net/dataset/morelab,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
eprints-harvest-rkbexplorer,https://lod-cloud.net/dataset/eprints-harvest-rkbexplorer,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
msc,https://lod-cloud.net/dataset/msc,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
sztaki-lod,https://lod-cloud.net/dataset/sztaki-lod,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
jita,https://lod-cloud.net/dataset/jita,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
italian-public-schools-linkedopendata-it,https://lod-cloud.net/dataset/italian-public-schools-linkedopendata-it,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
rkb-explorer-gdlc,https://lod-cloud.net/dataset/rkb-explorer-gdlc,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
deutsche-nationalbibliografie-dnb,https://lod-cloud.net/dataset/deutsche-nationalbibliografie-dnb,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
agris,https://lod-cloud.net/dataset/agris,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
bibbase,https://lod-cloud.net/dataset/bibbase,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
the-european-library-open-dataset,https://lod-cloud.net/dataset/the-european-library-open-dataset,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
lcsubjects,https://lod-cloud.net/dataset/lcsubjects,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
stitch-rameau,https://lod-cloud.net/dataset/stitch-rameau,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
nvd,https://lod-cloud.net/dataset/nvd,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
tharawat-magazine-com,https://lod-cloud.net/dataset/tharawat-magazine-com,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
vivo-indiana-university,https://lod-cloud.net/dataset/vivo-indiana-university,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
rkb-explorer-kaunas,https://lod-cloud.net/dataset/rkb-explorer-kaunas,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
vivo2doi,https://lod-cloud.net/dataset/vivo2doi,2,1,2,2,2,0,2,2,2,0,2,2,7,2,6,4,19
rkb-explorer-photos,https://lod-cloud.net/dataset/rkb-explorer-photos,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
ntnusc,https://lod-cloud.net/dataset/ntnusc,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
princeton-library-findingaids,https://lod-cloud.net/dataset/princeton-library-findingaids,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
rkb-explorer-os,https://lod-cloud.net/dataset/rkb-explorer-os,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
bncf-ns,https://lod-cloud.net/dataset/bncf-ns,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
psh-subject-headings,https://lod-cloud.net/dataset/psh-subject-headings,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
twc-ieeevis,https://lod-cloud.net/dataset/twc-ieeevis,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
springernaturescigraph,https://lod-cloud.net/dataset/springernaturescigraph,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
datos-artium-org,https://lod-cloud.net/dataset/datos-artium-org,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
dev8d,https://lod-cloud.net/dataset/dev8d,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
personal-homepages,https://lod-cloud.net/dataset/personal-homepages,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
dbpedia,https://lod-cloud.net/dataset/dbpedia,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
debian-package-tracking-system,https://lod-cloud.net/dataset/debian-package-tracking-system,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
lod2-project-wiki,https://lod-cloud.net/dataset/lod2-project-wiki,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
nhs-jargon,https://lod-cloud.net/dataset/nhs-jargon,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
statusnet-1w6-org,https://lod-cloud.net/dataset/statusnet-1w6-org,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
statusnet-bka-li,https://lod-cloud.net/dataset/statusnet-bka-li,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
statusnet-chickenkiller-com,https://lod-cloud.net/dataset/statusnet-chickenkiller-com,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
statusnet-chromic-org,https://lod-cloud.net/dataset/statusnet-chromic-org,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
statusnet-davidhaberthuer-ch,https://lod-cloud.net/dataset/statusnet-davidhaberthuer-ch,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
statusnet-fcac-com,https://lod-cloud.net/dataset/statusnet-fcac-com,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
statusnet-fragdev-com,https://lod-cloud.net/dataset/statusnet-fragdev-com,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
statusnet-freelish-us,https://lod-cloud.net/dataset/statusnet-freelish-us,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
statusnet-gegeweb-org,https://lod-cloud.net/dataset/statusnet-gegeweb-org,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
statusnet-gomertronic-com,https://lod-cloud.net/dataset/statusnet-gomertronic-com,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
statusnet-jonkman-ca,https://lod-cloud.net/dataset/statusnet-jonkman-ca,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
statusnet-linuxwrangling-com,https://lod-cloud.net/dataset/statusnet-linuxwrangling-com,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
statusnet-lydiastench-com,https://lod-cloud.net/dataset/statusnet-lydiastench-com,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
statusnet-macno-org,https://lod-cloud.net/dataset/statusnet-macno-org,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
statusnet-morphtown-de,https://lod-cloud.net/dataset/statusnet-morphtown-de,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
statusnet-mrblog-nl,https://lod-cloud.net/dataset/statusnet-mrblog-nl,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
statusnet-opensim-chat-eu,https://lod-cloud.net/dataset/statusnet-opensim-chat-eu,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
statusnet-ourcoffs-org-au,https://lod-cloud.net/dataset/statusnet-ourcoffs-org-au,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
statusnet-piana-eu,https://lod-cloud.net/dataset/statusnet-piana-eu,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
statusnet-postblue-info,https://lod-cloud.net/dataset/statusnet-postblue-info,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
statusnet-progval-net,https://lod-cloud.net/dataset/statusnet-progval-net,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
statusnet-qdnx-org,https://lod-cloud.net/dataset/statusnet-qdnx-org,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
statusnet-quitter-se,https://lod-cloud.net/dataset/statusnet-quitter-se,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
statusnet-rainbowdash-net,https://lod-cloud.net/dataset/statusnet-rainbowdash-net,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
statusnet-russwurm-org,https://lod-cloud.net/dataset/statusnet-russwurm-org,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
statusnet-samnoble-org,https://lod-cloud.net/dataset/statusnet-samnoble-org,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
statusnet-scoffoni-net,https://lod-cloud.net/dataset/statusnet-scoffoni-net,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
statusnet-skilledtests-com,https://lod-cloud.net/dataset/statusnet-skilledtests-com,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
statusnet-somsants-net,https://lod-cloud.net/dataset/statusnet-somsants-net,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
statusnet-soucy-cc,https://lod-cloud.net/dataset/statusnet-soucy-cc,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
statusnet-ssweeny-net,https://lod-cloud.net/dataset/statusnet-ssweeny-net,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
statusnet-status-net,https://lod-cloud.net/dataset/statusnet-status-net,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
statusnet-sweetiebelle-net,https://lod-cloud.net/dataset/statusnet-sweetiebelle-net,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
statusnet-tekk-com-ar,https://lod-cloud.net/dataset/statusnet-tekk-com-ar,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
statusnet-thelovebug-org,https://lod-cloud.net/dataset/statusnet-thelovebug-org,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
statusnet-timttmy-co-uk,https://lod-cloud.net/dataset/statusnet-timttmy-co-uk,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
statusnet-hackerposse-com,https://lod-cloud.net/dataset/statusnet-hackerposse-com,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
statusnet-legadolibre-com-ar,https://lod-cloud.net/dataset/statusnet-legadolibre-com-ar,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
statusnet-ilikefreedom-ro,https://lod-cloud.net/dataset/statusnet-ilikefreedom-ro,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
testee,https://lod-cloud.net/dataset/testee,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
freebase,https://lod-cloud.net/dataset/freebase,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
bio2rdf-dataset,https://lod-cloud.net/dataset/bio2rdf-dataset,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
statusnet-orangeseeds-org,https://lod-cloud.net/dataset/statusnet-orangeseeds-org,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
statusnet-deuxpi-ca,https://lod-cloud.net/dataset/statusnet-deuxpi-ca,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
statusnet-atari-frosch-de,https://lod-cloud.net/dataset/statusnet-atari-frosch-de,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
statusnet-mamalibre-com-ar,https://lod-cloud.net/dataset/statusnet-mamalibre-com-ar,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
statusnet-fcestrada-com,https://lod-cloud.net/dataset/statusnet-fcestrada-com,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
statusnet-tschlotfeldt-de,https://lod-cloud.net/dataset/statusnet-tschlotfeldt-de,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
statusnet-doomicile-de,https://lod-cloud.net/dataset/statusnet-doomicile-de,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
data-incubator-musicbrainz,https://lod-cloud.net/dataset/data-incubator-musicbrainz,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
statusnet-keuser-fr,https://lod-cloud.net/dataset/statusnet-keuser-fr,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
statusnet-belfalas-org,https://lod-cloud.net/dataset/statusnet-belfalas-org,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
statusnet-shnoulle-net,https://lod-cloud.net/dataset/statusnet-shnoulle-net,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
statusnet-bonifaz-ec,https://lod-cloud.net/dataset/statusnet-bonifaz-ec,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
statusnet-imirhil-fr,https://lod-cloud.net/dataset/statusnet-imirhil-fr,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
statusnet-kathryl-fr,https://lod-cloud.net/dataset/statusnet-kathryl-fr,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
statusnet-planet-libre-org,https://lod-cloud.net/dataset/statusnet-planet-libre-org,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
statusnet-recit-org,https://lod-cloud.net/dataset/statusnet-recit-org,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
statusnet-sebseb01-net,https://lod-cloud.net/dataset/statusnet-sebseb01-net,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
statusnet-spip-org,https://lod-cloud.net/dataset/statusnet-spip-org,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
statusnet-20100-org,https://lod-cloud.net/dataset/statusnet-20100-org,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
statusnet-ced117-net,https://lod-cloud.net/dataset/statusnet-ced117-net,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
